,Metadata_Plate,time_point,platemap_file,cell_line,row,column,Metadata_Well,seeding_density,FileName_OrigBrightfield,PathName_OrigBrightfield,FileName_OrigER,PathName_OrigER,FileName_OrigAGP,PathName_OrigAGP,FileName_OrigMito,PathName_OrigMito,FileName_OrigDNA,PathName_OrigDNA,FileName_OrigRNA,PathName_OrigRNA,Metadata_Site,Metadata_AbsPositionZ,Metadata_ChannelID,Metadata_Col,Metadata_FieldID,Metadata_PlaneID,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row,Metadata_Reimaged
10,BR00143978,48,Assay_Plate1_platemap,U2-OS,M,14,M14,1000,r13c14f02p01-ch1sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f02p01-ch2sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f02p01-ch3sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f02p01-ch4sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f02p01-ch5sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f02p01-ch6sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,2.0,0.134354293,6.0,14.0,2.0,1.0,-0.000645814,0.000645814,-6e-06,13.0,False
11,BR00143978,48,Assay_Plate1_platemap,U2-OS,M,14,M14,1000,r13c14f03p01-ch1sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f03p01-ch2sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f03p01-ch3sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f03p01-ch4sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f03p01-ch5sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f03p01-ch6sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,3.0,0.134352997,6.0,14.0,3.0,1.0,0.0,0.000645814,-6e-06,13.0,False
12,BR00143978,48,Assay_Plate1_platemap,U2-OS,M,14,M14,1000,r13c14f04p01-ch1sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f04p01-ch2sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f04p01-ch3sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f04p01-ch4sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f04p01-ch5sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f04p01-ch6sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,4.0,0.134351507,6.0,14.0,4.0,1.0,0.000645814,0.000645814,-6e-06,13.0,False
13,BR00143978,48,Assay_Plate1_platemap,U2-OS,M,14,M14,1000,r13c14f05p01-ch1sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f05p01-ch2sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f05p01-ch3sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f05p01-ch4sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f05p01-ch5sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f05p01-ch6sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,5.0,0.134354606,6.0,14.0,5.0,1.0,0.000645814,0.0,-6e-06,13.0,False
14,BR00143978,48,Assay_Plate1_platemap,U2-OS,M,14,M14,1000,r13c14f06p01-ch1sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f06p01-ch2sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f06p01-ch3sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f06p01-ch4sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f06p01-ch5sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f06p01-ch6sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,6.0,0.134357199,6.0,14.0,6.0,1.0,-0.000645814,0.0,-6e-06,13.0,False
15,BR00143978,48,Assay_Plate1_platemap,U2-OS,M,14,M14,1000,r13c14f07p01-ch1sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f07p01-ch2sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f07p01-ch3sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f07p01-ch4sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f07p01-ch5sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f07p01-ch6sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,7.0,0.134356707,6.0,14.0,7.0,1.0,-0.000645814,-0.000645814,-6e-06,13.0,False
16,BR00143978,48,Assay_Plate1_platemap,U2-OS,M,14,M14,1000,r13c14f08p01-ch1sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f08p01-ch2sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f08p01-ch3sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f08p01-ch4sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f08p01-ch5sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f08p01-ch6sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,8.0,0.134355307,6.0,14.0,8.0,1.0,0.0,-0.000645814,-6e-06,13.0,False
17,BR00143978,48,Assay_Plate1_platemap,U2-OS,M,14,M14,1000,r13c14f09p01-ch1sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f09p01-ch2sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f09p01-ch3sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f09p01-ch4sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f09p01-ch5sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,r13c14f09p01-ch6sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143978__2024-07-04T17_02_18-Measurement 1/Images,9.0,0.134354696,6.0,14.0,9.0,1.0,0.000645814,-0.000645814,-6e-06,13.0,False
18,BR00143980,72,Assay_Plate1_platemap,U2-OS,M,14,M14,1000,r13c14f01p01-ch1sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,r13c14f01p01-ch2sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,r13c14f01p01-ch3sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,r13c14f01p01-ch4sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,r13c14f01p01-ch5sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,r13c14f01p01-ch6sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,1.0,0.134416401,6.0,14.0,1.0,1.0,0.0,0.0,-6e-06,13.0,False
19,BR00143980,72,Assay_Plate1_platemap,U2-OS,M,14,M14,1000,r13c14f02p01-ch1sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,r13c14f02p01-ch2sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,r13c14f02p01-ch3sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,r13c14f02p01-ch4sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,r13c14f02p01-ch5sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,r13c14f02p01-ch6sk1fk1fl1.tiff,/home/weishanli/Waylab/ALSF_pilot/data/ALSF_pilot_data/SN0313537/BR00143980__2024-07-04T18_00_45-Measurement 1/Images,2.0,0.134416103,6.0,14.0,2.0,1.0,-0.000645814,0.000645814,-6e-06,13.0,False
